Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q91Z38,Q91Z38,6,6,6,Tetratricopeptide repeat protein 1,Ttc1,sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus OX=10090 GN=Ttc1 PE=1 SV=1,1,6,6,6,1,1,1,6,6,6,1,1,1,6,6,6,1,1,1,6,6,6,25.7,25.7,25.7,33.263,292,292,1,25,0,35.073,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.5,4.5,4.5,25.7,25.7,25.7,105840000,28380,41223,48573,33173000,29860000,42691000,0,0,0,1015500,791650,953070,0,0,0,8,6,7,21,,,,1885,334;1153;5953;9390;9495;10129,True;True;True;True;True;True,347;1196;6180;9808;9923;10589;10590,1372;1373;1374;4588;4589;4590;25072;25073;25074;39976;39977;39978;39979;39980;39981;39982;39983;39984;40429;40430;40431;43182;43183;43184;43185,1088;1089;1090;3568;19811;19812;31516;31517;31518;31519;31520;31521;31903;31904;31905;34218;34219;34220;34221;34222;34223,1088;3568;19812;31520;31903;34222,676,32,-1
Q91Z53,Q91Z53,2,2,2,Glyoxylate reductase/hydroxypyruvate reductase,Grhpr,sp|Q91Z53|GRHPR_MOUSE Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus OX=10090 GN=Grhpr PE=1 SV=1,1,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,6.4,6.4,6.4,35.328,328,328,1,10,0,3.8538,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,6.4,6.4,6.4,6.4,6.4,15451000,0,401790,384160,3888500,4548800,6227400,0,222590,202670,367720,287020,345520,0,0,0,2,2,2,6,,,,1886,8370;10339,True;True,8744;10806,35612;35613;35614;35615;35616;44227;44228;44229;44230;44231,27902;27903;27904;35129;35130;35131,27902;35130,,,-1
Q91Z67;Q91Z69,Q91Z67,5;1,5;1,5;1,SLIT-ROBO Rho GTPase-activating protein 2,Srgap2,sp|Q91Z67|SRGP2_MOUSE SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2,2,5,5,5,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,3,4,5,5.9,5.9,5.9,120.8,1071,1071;1062,1,12,0,20.488,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,3.3,5,5.9,20838000,0,0,0,3977800,7049400,9810700,0,0,0,215720,337400,385050,0,0,0,1,3,5,9,,,,1887,695;1823;3856;9834;10793,True;True;True;True;True,721;1892;3999;10280;11287,2749;2750;2751;7346;15744;15745;15746;41982;41983;46266;46267;46268,2155;5737;12450;12451;33269;33270;36672;36673;36674,2155;5737;12451;33270;36674,,,-1;-1
Q91ZA3,Q91ZA3,30,30,30,"Propionyl-CoA carboxylase alpha chain, mitochondrial",Pcca,"sp|Q91ZA3|PCCA_MOUSE Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Mus musculus OX=10090 GN=Pcca PE=1 SV=2",1,30,30,30,29,29,30,16,16,15,29,29,30,16,16,15,29,29,30,16,16,15,41.4,41.4,41.4,79.921,724,724,1,178,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,40.1,40.1,41.4,29,24.6,23.9,967980000,196860000,218380000,221820000,103740000,124930000,102260000,57271000,31424000,30139000,2576600,2494500,2033300,33,33,36,16,14,13,145,,,,1888,376;377;617;618;1444;1707;2195;2576;2577;2728;2729;3041;3439;3626;3964;3965;5411;5829;6666;6913;7167;7632;8329;8416;10057;10707;10708;10766;10937;11469,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,390;391;642;643;1493;1494;1769;1770;2278;2670;2671;2825;2826;3148;3560;3755;4112;4113;5617;6050;6923;7195;7501;7987;8702;8791;8792;10515;11199;11200;11260;11434;11985,1545;1546;1547;1548;1549;1550;1551;1552;1553;2460;2461;2462;2463;2464;2465;2466;2467;2468;5710;5711;5712;5713;5714;5715;5716;5717;5718;5719;5720;5721;6848;6849;6850;6851;6852;6853;6854;6855;6856;6857;6858;6859;8777;8778;8779;10287;10288;10289;10290;10291;10292;10293;10294;10295;10296;10297;10298;10892;10893;10894;10895;10896;10897;10898;10899;10900;10901;10902;10903;10904;12249;12250;12251;12252;12253;12254;13856;13857;13858;13859;13860;13861;14685;14686;14687;14688;14689;14690;14691;14692;16229;16230;16231;16232;16233;16234;16235;16236;16237;16238;16239;16240;22764;22765;22766;24482;24483;24484;24485;24486;24487;24488;28110;28111;28112;28113;28114;28115;28116;28117;28118;28119;28120;28121;28122;28123;28124;28125;28126;29153;29154;29155;30611;30612;30613;32556;32557;32558;32559;32560;32561;35436;35437;35438;35798;35799;35800;35801;35802;35803;35804;35805;42887;42888;42889;42890;42891;45945;45946;45947;45948;45949;45950;45951;45952;45953;45954;45955;46172;46861;46862;46863;46864;46865;46866;49239;49240;49241,1209;1210;1211;1212;1213;1214;1215;1216;1217;1916;1917;1918;1919;1920;1921;1922;1923;1924;4455;4456;4457;4458;4459;4460;4461;4462;4463;4464;5338;5339;5340;5341;5342;5343;6822;8063;8064;8065;8066;8067;8068;8069;8070;8071;8072;8532;8533;8534;8535;8536;8537;8538;8539;8540;8541;8542;8543;8544;9632;9633;9634;9635;9636;9637;10912;10913;10914;10915;11620;11621;11622;11623;11624;11625;11626;11627;11628;11629;11630;12864;12865;12866;12867;12868;17953;19321;19322;19323;19324;19325;19326;19327;19328;22129;22130;22131;22132;22133;22134;22135;22136;22137;22138;22139;22140;22896;22897;22898;24283;24284;25749;25750;25751;25752;25753;27776;28030;28031;28032;28033;28034;28035;28036;34006;34007;34008;36434;36435;36436;36437;36438;36439;36440;36441;36442;36598;37118;37119;37120;37121;37122;37123;37124;38997;38998;38999,1211;1214;1918;1922;4460;5339;6822;8066;8070;8534;8541;9632;10914;11625;12866;12868;17953;19326;22131;22896;24284;25749;27776;28034;34006;36437;36441;36598;37122;38998,677;678;679;680,213;346;462;621,-1
Q91ZJ5,Q91ZJ5,4,4,4,UTP--glucose-1-phosphate uridylyltransferase,Ugp2,sp|Q91ZJ5|UGPA_MOUSE UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2 PE=1 SV=3,1,4,4,4,2,2,2,4,3,3,2,2,2,4,3,3,2,2,2,4,3,3,11.6,11.6,11.6,56.979,508,508,1,16,0,17.587,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.7,4.7,4.7,11.6,6.9,6.9,58655000,609100,1270900,1310400,17937000,18003000,19525000,400310,419670,422080,582930,568740,621700,0,1,2,3,3,3,12,,,,1889,3166;3392;4423;8757,True;True;True;True,3275;3512;4594;9146,12762;12763;12764;12765;12766;12767;13665;18261;18262;18263;37179;37180;37181;37182;37183;37184,10034;10035;10036;10037;10753;14466;14467;29032;29033;29034;29035;29036,10035;10753;14466;29035,,,-1
Q91ZM2,Q91ZM2,2,2,2,SH2B adapter protein 1,Sh2b1,sp|Q91ZM2|SH2B1_MOUSE SH2B adapter protein 1 OS=Mus musculus OX=10090 GN=Sh2b1 PE=1 SV=2,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,4.6,4.6,4.6,79.624,756,756,1,6,0,3.9472,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,4.6,4.6,4.6,8294000,0,0,0,2436800,2106600,3750600,0,0,0,194620,133980,223900,0,0,0,2,2,1,5,,,,1890,9249;10369,True;True,9663;10837,39153;39154;39155;44345;44346;44347,30571;30572;35219;35220;35221,30571;35220,,,-1
Q91ZR2,Q91ZR2,1,1,1,Sorting nexin-18,Snx18,sp|Q91ZR2|SNX18_MOUSE Sorting nexin-18 OS=Mus musculus OX=10090 GN=Snx18 PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,67.903,614,614,1,2,0.0099502,1.5436,,,,,By MS/MS,By MS/MS,0,0,0,0,2,2,2924000,0,0,0,0,1176700,1747300,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1891,3137,TRUE,3246,12652;12653,9940,9940,,,-1
Q91ZV0,Q91ZV0,2,2,2,Melanoma inhibitory activity protein 2,Mia2,sp|Q91ZV0|MIA2_MOUSE Melanoma inhibitory activity protein 2 OS=Mus musculus OX=10090 GN=Mia2 PE=1 SV=3,1,2,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1.9,1.9,1.9,156.46,1396,1396,1,5,0,3.2662,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,1,1.9,1.9,9700300,0,0,0,0,4419700,5280600,0,0,0,0,183560,211130,0,0,0,1,1,1,3,,,,1892,192;972,True;True,199;1008,765;766;767;3890;3891,598;599;3050,598;3050,,,-1
Q91ZW3;Q6PGB8,Q91ZW3,5;1,5;1,5;1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5,sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus OX=10090 GN=Smarca5 PE=1 SV=1,2,5,5,5,1,3,3,1,3,4,1,3,3,1,3,4,1,3,3,1,3,4,7.5,7.5,7.5,121.63,1051,1051;1046,1,15,0,35.393,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.3,4.9,4.9,1.4,3.8,6,15100000,85116,1079800,1099200,2054700,4707200,6074400,0,329820,353040,0,337280,166260,0,2,2,1,2,3,10,,,,1893,2084;4257;5539;6583;8535,True;True;True;True;True,2161;4416;5749;6838;8914,8338;8339;8340;8341;17530;17531;23276;23277;23278;23279;27776;27777;27778;27779;36249,6495;6496;6497;6498;6499;13923;18364;21876;21877;28352,6498;13923;18364;21877;28352,,,-1;-1
Q920B9,Q920B9,1,1,1,FACT complex subunit SPT16,Supt16h,sp|Q920B9|SP16H_MOUSE FACT complex subunit SPT16 OS=Mus musculus OX=10090 GN=Supt16h PE=1 SV=2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.6,2.6,2.6,119.82,1047,1047,1,1,0,6.028,,,,,By MS/MS,,0,0,0,0,2.6,0,2439400,0,0,0,0,2439400,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1894,7488,TRUE,7841,31982,25312,25312,,,-1
Q920D3,Q920D3,1,1,1,Mediator of RNA polymerase II transcription subunit 28,Med28,sp|Q920D3|MED28_MOUSE Mediator of RNA polymerase II transcription subunit 28 OS=Mus musculus OX=10090 GN=Med28 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,11.2,11.2,11.2,19.538,178,178,1,3,0,3.2727,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,11.2,11.2,11.2,23041000,0,0,0,2703700,7181700,13156000,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1895,6491,TRUE,6743,27336;27337;27338,21544;21545;21546,21544,,,-1
Q920E5,Q920E5,6,6,6,Farnesyl pyrophosphate synthase,Fdps,sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1,1,6,6,6,1,4,3,6,6,3,1,4,3,6,6,3,1,4,3,6,6,3,20.4,20.4,20.4,40.581,353,353,1,23,0,80.699,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.7,16.4,11.3,20.4,20.4,11.9,139580000,1110400,3595200,3799100,35479000,51422000,44176000,0,1204700,1217200,1219800,1359700,1662000,1,2,2,4,4,3,16,,,,1896,517;1839;3186;5982;7934;10639,True;True;True;True;True;True,535;1908;3296;6210;8299;11120,2060;2061;2062;7400;7401;12835;12836;12837;12838;12839;25188;25189;25190;25191;25192;25193;33842;33843;33844;33845;45602;45603;45604,1615;1616;5778;10086;10087;10088;10089;10090;19910;19911;19912;19913;19914;19915;26671;36182;36183,1615;5778;10090;19911;26671;36182,,,-1
Q920Q6,Q920Q6,2,2,2,RNA-binding protein Musashi homolog 2,Msi2,sp|Q920Q6|MSI2H_MOUSE RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2 PE=1 SV=1,1,2,2,2,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,2,2,1,7.8,7.8,7.8,36.938,346,346,1,5,0,4.0071,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7.8,7.8,4.3,9755800,0,0,0,3133700,2657400,3964700,0,0,0,215500,160420,0,0,0,0,2,1,0,3,,,,1897,2944;10571,True;True,3046;11050,11803;11804;11805;45323;45324,9264;35972;35973,9264;35973,,,-1
Q920Q8,Q920Q8,1,1,1,Influenza virus NS1A-binding protein homolog,Ivns1abp,sp|Q920Q8|NS1BP_MOUSE Influenza virus NS1A-binding protein homolog OS=Mus musculus OX=10090 GN=Ivns1abp PE=1 SV=2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,4,4,4,71.58,642,642,1,4,0.0021313,2.153,,,By matching,By MS/MS,By matching,By MS/MS,0,0,4,4,4,4,14708000,0,0,1158900,3764800,4418600,5365200,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1898,6057,TRUE,6290,25520;25521;25522;25523,20139;20140,20140,,,-1
Q921C5;Q8BR07,Q921C5;Q8BR07,2;1,2;1,2;1,Protein bicaudal D homolog 2;Protein bicaudal D homolog 1,Bicd2;Bicd1,sp|Q921C5|BICD2_MOUSE Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2 PE=1 SV=1;sp|Q8BR07|BICD1_MOUSE Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 GN=Bicd1 PE=1 SV=2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,4.4,4.4,4.4,93.39,820,820;835,1,6,0,5.0919,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,4.4,4.4,4.4,13540000,0,0,0,4235700,4405300,4899300,0,0,0,308590,247970,254020,0,0,0,2,1,1,4,,,,1899,452;3959,True;True,469;4107,1819;1820;1821;16212;16213;16214,1436;1437;1438;12854,1438;12854,,,-1;-1
Q921F2,Q921F2,5,5,5,TAR DNA-binding protein 43,Tardbp,sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1,1,5,5,5,2,3,3,5,4,3,2,3,3,5,4,3,2,3,3,5,4,3,18.1,18.1,18.1,44.547,414,414,1,20,0,118.9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.2,9.4,9.4,18.1,15.2,9.4,147770000,1223400,2555600,2379900,39993000,61819000,39798000,1068700,1087700,979400,2029100,2592900,1719800,1,2,2,5,4,3,17,,,,1900,2415;2744;3081;6769;9976,True;True;True;True;True,2504;2841;3189;7030;10428,9608;9609;9610;9611;9612;9613;10953;10954;10955;10956;10957;12430;12431;12432;12433;12434;12435;28522;28523;42531,7527;7528;7529;7530;7531;7532;8585;8586;8587;8588;8589;9765;9766;9767;22427;22428;33713,7529;8586;9767;22428;33713,,,-1
Q921F4,Q921F4,3,3,3,Heterogeneous nuclear ribonucleoprotein L-like,Hnrnpll,sp|Q921F4|HNRLL_MOUSE Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3,1,3,3,3,0,2,0,3,2,3,0,2,0,3,2,3,0,2,0,3,2,3,6.4,6.4,6.4,64.124,591,591,1,10,0,22.905,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,0,4.2,0,6.4,4.2,6.4,27769000,0,729150,0,8323300,7894900,10821000,0,285350,0,263510,363990,282250,0,1,0,3,2,2,8,,,,1901,7124;7631;10884,True;True;True,7457;7986;11379,30426;30427;30428;30429;32554;32555;46623;46624;46625;46626,24155;24156;24157;25748;36954;36955;36956;36957,24155;25748;36956,,,-1
Q921I2,Q921I2,2,2,2,Kelch domain-containing protein 4,Klhdc4,sp|Q921I2|KLDC4_MOUSE Kelch domain-containing protein 4 OS=Mus musculus OX=10090 GN=Klhdc4 PE=2 SV=2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,6.2,6.2,6.2,64.86,584,584,1,11,0,5.3613,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.2,6.2,6.2,3.6,6.2,6.2,8860000,237930,568480,459330,1700200,3956900,1937200,226510,267310,198620,0,236820,0,0,1,2,1,0,2,6,,,,1902,8071;9229,True;True,8440;9642,34366;34367;34368;34369;34370;39071;39072;39073;39074;39075;39076,27040;27041;30511;30512;30513;30514;30515,27041;30513,,,-1
Q921I9,Q921I9,2,2,2,Exosome complex component RRP41,Exosc4,sp|Q921I9|EXOS4_MOUSE Exosome complex component RRP41 OS=Mus musculus OX=10090 GN=Exosc4 PE=1 SV=3,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,9.4,9.4,9.4,26.249,245,245,1,7,0,5.6034,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,4.5,9.4,9.4,9.4,7889900,0,0,295050,3102900,1103400,3388600,0,0,0,236390,0,199520,0,0,1,2,2,1,6,,,,1903,3409;7781,True;True,3529;8142,13721;13722;13723;13724;33209;33210;33211,10805;10806;10807;10808;26215;26216,10805;26215,,,-1
Q921L3,Q921L3,2,2,2,Transmembrane and coiled-coil domain-containing protein 1,Tmco1,sp|Q921L3|TMCO1_MOUSE Calcium load-activated calcium channel OS=Mus musculus OX=10090 GN=Tmco1 PE=1 SV=1,1,2,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,12.2,12.2,12.2,21.175,188,188,1,4,0,3.5995,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,12.2,8,8,2608500,0,0,0,1211700,800310,596440,0,0,0,0,0,0,0,0,0,2,1,1,4,,,,1904,4323;6360,True;True,4483;6607,17800;26803;26804;26805,14124;21145;21146;21147,14124;21147,,,-1
Q921M3,Q921M3,15,15,15,Splicing factor 3B subunit 3,Sf3b3,sp|Q921M3|SF3B3_MOUSE Splicing factor 3B subunit 3 OS=Mus musculus OX=10090 GN=Sf3b3 PE=1 SV=1,1,15,15,15,5,9,10,9,12,9,5,9,10,9,12,9,5,9,10,9,12,9,15.4,15.4,15.4,135.55,1217,1217,1,54,0,174.54,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,8.2,10.5,9.9,12,9,190790000,2608300,13955000,14771000,27830000,82410000,49217000,1161700,2372000,2067800,652720,1324300,1052200,2,6,7,8,9,8,40,,,,1905,2524;2782;4692;6399;6827;6939;7139;7149;7509;8312;9365;9417;9916;10078;10497,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2615;2880;4874;6646;7090;7227;7472;7482;7863;8685;9783;9837;10364;10537;10970,10053;10054;10055;10056;10057;11105;19578;19579;19580;19581;19582;19583;26960;26961;26962;28763;29247;30479;30480;30514;30515;30516;30517;30518;30519;32068;32069;32070;32071;32072;35365;35366;35367;35368;35369;39897;39898;40093;42292;42293;42294;42295;42296;42970;42971;42972;42973;42974;42975;44959;44960;44961;44962;44963,7877;7878;7879;7880;7881;8696;15564;15565;15566;21266;21267;21268;22606;22955;24192;24193;24212;24213;24214;24215;25373;25374;25375;25376;25377;27732;27733;31449;31612;33510;33511;33512;34068;34069;34070;34071;34072;34073;34074;35709;35710,7881;8696;15566;21267;22606;22955;24192;24213;25374;27732;31449;31612;33512;34072;35710,681,1,-1
Q921M4,Q921M4,1,1,1,Golgin subfamily A member 2,Golga2,sp|Q921M4|GOGA2_MOUSE Golgin subfamily A member 2 OS=Mus musculus OX=10090 GN=Golga2 PE=1 SV=3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,113.28,999,999,1,3,0,2.754,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,1,1,1,1141800,0,0,0,478230,305850,357710,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1906,3683,TRUE,3818,14958;14959;14960,11840;11841;11842,11841,,,-1
Q921M7,Q921M7,5,5,5,Protein FAM49B,Fam49b,sp|Q921M7|CYRIB_MOUSE CYFIP-related Rac1 interactor B OS=Mus musculus OX=10090 GN=Cyrib PE=1 SV=1,1,5,5,5,1,3,1,2,3,5,1,3,1,2,3,5,1,3,1,2,3,5,17.6,17.6,17.6,36.776,324,324,1,21,0,17.469,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,13.3,4.3,9.9,13.3,17.6,14546000,123620,539000,330820,1774000,2114800,9663500,199910,249470,231160,186990,149870,121270,0,1,0,1,3,5,10,,,,1907,879;1266;1458;7072;10594,True;True;True;True;True,911;1311;1509;7400;11074,3508;3509;3510;5013;5780;5781;5782;5783;5784;5785;5786;5787;5788;5789;5790;5791;29871;45424;45425;45426;45427,2749;2750;2751;3888;4503;4504;4505;4506;23391;36053;36054,2751;3888;4505;23391;36053,682,147,-1
Q921S7,Q921S7,3,3,3,"39S ribosomal protein L37, mitochondrial",Mrpl37,"sp|Q921S7|RM37_MOUSE 39S ribosomal protein L37, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl37 PE=1 SV=1",1,3,3,3,0,1,1,2,3,2,0,1,1,2,3,2,0,1,1,2,3,2,9.7,9.7,9.7,48.34,423,423,1,9,0,5.845,,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,0,4.5,4.5,6.6,9.7,6.6,8640500,0,196930,187400,2527300,2989300,2739600,0,0,0,229590,204870,0,0,1,0,2,3,2,8,,,,1908,5357;7337;10538,True;True;True,5562;7679;11017,22489;22490;22491;22492;22493;31340;45193;45194;45195,17752;17753;17754;17755;24824;35872;35873;35874,17754;24824;35873,,,-1
Q921T2,Q921T2,2,2,2,Torsin-1A-interacting protein 1,Tor1aip1,sp|Q921T2|TOIP1_MOUSE Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=3,1,2,2,2,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,1,2,1,7.2,7.2,7.2,66.78,595,595,1,4,0,4.9466,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,4.4,7.2,4.4,2077000,0,0,0,452360,1119000,505620,0,0,0,0,0,0,0,0,0,1,2,0,3,,,,1909,1325;5644,True;True,1371;5859,5237;5238;5239;23701,4069;4070;18678,4070;18678,,,-1
Q921U8,Q921U8,1,1,1,Smoothelin,Smtn,sp|Q921U8|SMTN_MOUSE Smoothelin OS=Mus musculus OX=10090 GN=Smtn PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.2,2.2,2.2,100.29,923,923,1,3,0.00045065,2.5007,,,,By MS/MS,By matching,By MS/MS,0,0,0,2.2,2.2,2.2,5462000,0,0,0,2259800,1401200,1801100,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1910,10485,TRUE,10958,44916;44917;44918,35680,35680,,,-1
Q921W4,Q921W4,10,10,10,Quinone oxidoreductase-like protein 1,Cryzl1,sp|Q921W4|QORL1_MOUSE Quinone oxidoreductase-like protein 1 OS=Mus musculus OX=10090 GN=Cryzl1 PE=1 SV=1,1,10,10,10,0,1,2,9,9,9,0,1,2,9,9,9,0,1,2,9,9,9,29.9,29.9,29.9,38.725,348,348,1,32,0,38.174,,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,0,4.6,8,29.9,26.7,26.7,100610000,0,36911,96804,26026000,32870000,41580000,0,0,107830,1870700,1374700,1369400,0,0,0,10,9,7,26,,,,1911,1995;2223;2224;6605;6851;6923;10411;10487;10488;10886,True;True;True;True;True;True;True;True;True;True,2070;2306;2307;6860;7114;7207;10879;10960;10961;11381,8008;8009;8010;8857;8858;8859;8860;8861;27864;27865;27866;28846;29180;29181;29182;44517;44518;44519;44520;44924;44925;44926;44927;44928;44929;44930;44931;46630;46631;46632;46633;46634,6243;6244;6245;6893;6894;6895;6896;21941;21942;21943;22668;22914;22915;35367;35368;35369;35685;35686;35687;35688;35689;35690;36962;36963;36964;36965,6245;6894;6895;21943;22668;22914;35369;35686;35688;36962,,,-1
Q922B1,Q922B1,1,1,1,O-acetyl-ADP-ribose deacetylase MACROD1,Macrod1,sp|Q922B1|MACD1_MOUSE ADP-ribose glycohydrolase MACROD1 OS=Mus musculus OX=10090 GN=Macrod1 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,7.1,7.1,7.1,35.294,323,323,1,3,0,3.3764,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7.1,7.1,7.1,4905100,0,0,0,1913600,1750200,1241300,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1912,11501,TRUE,12018,49359;49360;49361,39095;39096;39097,39097,,,-1
