Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
C0HKE6;Q8CGP5;C0HKE7;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE1;C0HKE8;C0HKE9;Q8CGP6;Q8BFU2;Q8R1M2;Q8CGP7;Q64523;Q6GSS7;P27661;Q64522,C0HKE6;Q8CGP5;C0HKE7;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE1;C0HKE8;C0HKE9;Q8CGP6;Q8BFU2;Q8R1M2;Q8CGP7;Q64523;Q6GSS7;P27661,4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;1,4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;0,Histone H2A type 1-F;Histone H2A type 1-H;Histone H2A type 3;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2AX,Hist1h2af;Hist1h2ah;Hist3h2a;H2afj;Hist1h2ak;Hist2h2ac;Hist2h2aa1;H2afx,sp|C0HKE6|H2A1I_MOUSE Histone H2A type 1-I OS=Mus musculus OX=10090 GN=H2ac13 PE=1 SV=1;sp|Q8CGP5|H2A1F_MOUSE Histone H2A type 1-F OS=Mus musculus OX=10090 GN=Hist1h2af PE=1 SV=3;sp|C0HKE7|H2A1N_MOUSE Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h,18,4,4,2,3,4,3,4,4,4,3,4,3,4,4,4,1,2,1,2,2,2,20.8,20.8,13.8,14.135,130,130;130;130;130;130;130;130;130;130;130;128;130;129;130;129;130;143;130,1,22,0,10.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.7,20.8,17.7,20.8,20.8,20.8,184640000,19126000,29503000,15480000,41491000,37876000,41166000,10776000,13231000,10162000,5766600,6449100,4601700,3,4,3,3,3,3,19,,,,21,229;3552;3554;6883,True;True;True;True,241;3705;3707;7248,1146;1147;1148;1149;1150;1151;17531;17532;17533;17534;17535;17536;17543;17544;17545;17546;17547;17548;35845;35846;35847;35848,885;886;887;888;889;890;13287;13288;13289;13290;13291;13292;13299;13300;13301;13302;13303;13304;27238,889;13291;13302;27238,,,10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090;10090
CON__ENSEMBL:ENSBTAP00000038253,CON__ENSEMBL:ENSBTAP00000038253,8,1,0,,,,1,8,1,0,6,6,6,5,5,7,0,1,0,0,0,0,0,0,0,0,0,0,12.2,2,0,63.165,606,606,1,1,0.0010096,2.6549,By matching,By MS/MS,By matching,By matching,By matching,By matching,8.7,9.7,8.7,7.8,7.8,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,+,22,650;1938;2384;5983;8571;8683;8684;9423,False;False;False;False;True;False;False;False,685;2028;2491;6255;6256;9006;9124;9125;9905,3160;9427;9428;9429;11666;11667;11668;11669;11670;11671;11672;30874;30875;30876;30877;30878;30879;30880;30881;30882;30883;30884;30885;44449;45024;45025;45026;45027;45028;45029;45030;45031;45032;45033;45034;45035;45036;45037;45038;45039;45040;45041;45042;45043;45044;45045;45046;45047;45048;45049;45050;45051;45052;49084;49085;49086;49087;49088;49089,2406;7105;8761;8762;8763;8764;8765;8766;8767;23359;23360;23361;23362;23363;23364;33370;33812;33813;33814;33815;33816;33817;33818;33819;33820;33821;33822;33823;33824;33825;33826;33827;33828;33829;33830;33831;33832;33833;33834;37308;37309;37310;37311;37312;37313,2406;7105;8761;23361;33370;33819;33825;37308,2,465,-1
CON__P00761,CON__P00761,4,4,4,,,,1,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,25.1,25.1,25.1,24.409,231,231,1,58,0,118.98,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.1,16.5,16.5,16.5,16.5,16.5,7497900000,1423400000,1173100000,1271500000,1293900000,1086400000,1249500000,1264000000,1084500000,1978400000,317510000,329610000,242590000,23,20,23,8,8,8,90,,,+,23,4083;5544;6434;9807,True;True;True;True,4259;5799;6725;10307,20456;28590;28591;28592;28593;28594;28595;28596;28597;28598;28599;28600;33161;33162;33163;33164;33165;33166;50967;50968;50969;50970;50971;50972;50973;50974;50975;50976;50977;50978;50979;50980;50981;50982;50983;50984;50985;50986;50987;50988;50989;50990;50991;50992;50993;50994;50995;50996;50997;50998;50999;51000;51001;51002;51003;51004;51005;51006,15606;15607;21675;21676;21677;21678;21679;21680;21681;24984;24985;24986;24987;24988;38700;38701;38702;38703;38704;38705;38706;38707;38708;38709;38710;38711;38712;38713;38714;38715;38716;38717;38718;38719;38720;38721;38722;38723;38724;38725;38726;38727;38728;38729;38730;38731;38732;38733;38734;38735;38736;38737;38738;38739;38740;38741;38742;38743;38744;38745;38746;38747;38748;38749;38750;38751;38752;38753;38754;38755;38756;38757;38758;38759;38760;38761;38762;38763;38764;38765;38766;38767;38768;38769;38770;38771;38772;38773;38774;38775,15606;21681;24986;38739,3,94,-1
CON__P01966,CON__P01966,2,2,2,,,,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,17.6,17.6,17.6,15.184,142,142,1,10,0,4.0332,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.6,17.6,17.6,6.3,6.3,17.6,7514300,717000,837220,627350,537030,811910,3983800,515060,524710,570110,0,0,634530,1,1,1,0,1,1,5,,,+,24,6697;9725,True;True,7017;10222,34524;34525;34526;34527;34528;34529;50579;50580;50581;50582,25906;25907;38448;38449;38450,25907;38450,4,33,-1
CON__P02533;Q6IFX2;CON__Q6IFX2;Q61781;Q61414;CON__A2A4G1;P19001;CON__P19001;CON__Q61782;Q9D312;CON__Q9D312,CON__P02533;Q6IFX2;CON__Q6IFX2,19;10;10;9;6;6;4;4;3;2;2,9;4;4;3;0;0;0;0;1;0;0,5;1;1;1;0;0;0;0;1;0;0,"Keratin, type I cytoskeletal 42",Krt42,";sp|Q6IFX2|K1C42_MOUSE Keratin, type I cytoskeletal 42 OS=Mus musculus OX=10090 GN=Krt42 PE=1 SV=1;",11,19,9,5,14,18,12,15,11,18,6,8,6,7,5,9,2,4,3,4,3,5,40.7,25.6,21.6,51.621,472,472;452;452;484;452;456;403;403;93;431;431,1,52,0,71.738,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.6,36.2,25.6,36,26.5,40.5,170590000,12039000,40624000,5185300,19380000,8817200,84541000,3318600,10654000,2736900,1798700,1194500,3590200,4,9,2,7,2,9,33,,,+,25,85;397;591;709;710;4195;4977;5228;5331;6945;6946;7698;8070;8242;8387;9584;9585;10132;10453,True;False;True;False;False;True;True;False;False;True;True;True;True;False;True;False;False;False;False,89;90;419;625;746;747;4376;4377;5205;5467;5573;7312;7313;8100;8481;8667;8815;10075;10076;10650;10988,415;416;417;418;419;420;421;422;1948;1949;1950;1951;2881;2882;2883;2884;3435;3436;3437;3438;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;21031;21032;21033;21034;21035;21036;21037;21038;21039;21040;25524;25525;25526;25527;25528;26929;26930;26931;26932;26933;26934;27431;27432;27433;27434;27435;27436;27437;36132;36133;36134;36135;36136;36137;40094;40095;40096;40097;40098;40099;40100;42004;42005;42006;42007;42008;42933;42934;43597;43598;43599;43600;43601;43602;43603;49906;49907;49908;49909;49910;49911;49912;49913;52793;52794;52795;52796;52797;52798;52799;52800;54464;54465;54466;54467;54468,332;333;334;1491;1492;1493;2201;2202;2203;2204;2629;2630;2631;2632;2633;2634;2635;2636;2637;2638;2639;16003;16004;16005;16006;16007;16008;16009;19399;19400;20449;20450;20451;20452;20453;20805;20806;20807;20808;20809;20810;27460;27461;27462;30285;30286;30287;30288;31573;31574;31575;31576;31577;32216;32217;32736;32737;32738;32739;32740;37952;37953;37954;37955;40154;40155;40156;40157;40158;40159;40160;40161;40162;41400;41401;41402,334;1492;2203;2632;2637;16005;19399;20450;20806;27460;27462;30285;31576;32217;32737;37952;37954;40161;41402,5;6;7;8;9,119;237;257;272;287,-1;10090;-1;10090;10090;-1;10090;-1;-1;10090;-1
CON__P02662,CON__P02662,4,4,4,,,,1,4,4,4,4,2,1,0,0,0,4,2,1,0,0,0,4,2,1,0,0,0,24.1,24.1,24.1,22.975,199,199,1,9,0,10.626,By MS/MS,By MS/MS,By MS/MS,,,,24.1,11.6,5.5,0,0,0,6729000,6019900,580010,129070,0,0,0,2322500,502570,930550,0,0,0,5,0,1,0,0,0,6,,,+,26,2251;3475;3618;10855,True;True;True;True,2353;3625;3778;11400,10943;10944;17116;17117;17118;17119;17120;17883;56608,8214;12967;12968;12969;13560;43066,8214;12967;13560;43066,,,-1
CON__P02663,CON__P02663,1,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.3,5.3,5.3,24.348,207,207,1,1,0,4.4607,By MS/MS,,,,,,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,+,27,472,TRUE,497,2293,1749,1749,,,-1
CON__P02769;CON__P02768-1,CON__P02769,3;1,3;1,3;1,,,,2,3,3,3,3,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,3,2,6.3,6.3,6.3,69.293,607,607;609,1,15,0,7.359,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.3,4.6,4.6,6.3,6.3,4.1,55222000,6446000,3922900,2672500,9540100,23653000,8987500,1747700,1955700,1933000,1461700,3241700,0,1,2,2,0,2,0,7,,,+,28,2339;5187;5551,True;True;True,2442;5425;5806,11420;11421;11422;11423;26672;26673;26674;26675;26676;26677;28640;28641;28642;28643;28644,8583;20259;20260;21712;21713;21714;21715,8583;20260;21715,,,-1;-1
CON__P04264;CON__H-INV:HIT000016045,CON__P04264,41;1,41;1,28;0,,,,2,41,41,28,39,38,35,32,27,40,39,38,35,32,27,40,26,26,22,21,16,27,53.3,53.3,42.1,66.017,644,644;99,1,317,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,53.3,51.9,51.6,51.2,43.6,53.3,7024200000,862700000,1035200000,293130000,825940000,424380000,3582900000,102690000,116400000,58457000,29462000,16902000,82283000,56,55,37,33,26,61,268,,,+,29,108;109;1938;2384;2385;2816;3204;3205;3884;5040;5041;5280;5400;5983;6049;6050;6357;6358;7006;7007;7016;7089;7184;7185;7537;7538;7539;8472;8572;8573;8634;8683;8684;9295;9296;9423;9468;9469;9470;10568;10704,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,114;115;2028;2491;2492;2936;3339;3340;4055;5268;5269;5520;5649;5650;6255;6256;6328;6329;6648;6649;7377;7378;7387;7463;7464;7465;7566;7567;7935;7936;7937;8901;9007;9008;9073;9124;9125;9774;9775;9905;9954;9955;9956;11106;11243,542;543;544;545;546;547;548;549;550;551;552;9427;9428;9429;11666;11667;11668;11669;11670;11671;11672;11673;11674;11675;13752;13753;13754;13755;13756;13757;15740;15741;15742;15743;15744;15745;15746;15747;15748;15749;15750;15751;15752;15753;15754;15755;19380;19381;19382;19383;19384;19385;25804;25805;25806;25807;25808;25809;25810;25811;25812;25813;27185;27186;27187;27188;27189;27882;27883;27884;27885;27886;27887;30874;30875;30876;30877;30878;30879;30880;30881;30882;30883;30884;30885;31206;31207;31208;31209;31210;31211;31212;31213;31214;31215;31216;32786;32787;32788;32789;32790;32791;32792;32793;32794;32795;32796;32797;32798;32799;32800;32801;32802;32803;32804;32805;32806;36494;36495;36496;36497;36498;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;36509;36510;36559;36560;36561;36562;36563;36564;36565;36566;36567;36568;36569;36570;36571;36572;36573;36574;36575;36576;36934;36935;36936;36937;36938;36939;36940;36941;36942;36943;36944;36945;36946;36947;36948;36949;36950;37473;37474;37475;37476;37477;37478;37479;39307;39308;39309;39310;39311;39312;39313;39314;39315;39316;39317;39318;39319;39320;39321;43973;43974;43975;43976;43977;43978;43979;43980;44450;44451;44452;44453;44454;44455;44456;44457;44458;44459;44460;44461;44462;44791;44792;44793;44794;44795;44796;44797;44798;44799;44800;44801;45024;45025;45026;45027;45028;45029;45030;45031;45032;45033;45034;45035;45036;45037;45038;45039;45040;45041;45042;45043;45044;45045;45046;45047;45048;45049;45050;45051;45052;48424;48425;48426;48427;48428;48429;48430;48431;48432;48433;48434;48435;48436;48437;48438;48439;49084;49085;49086;49087;49088;49089;49326;49327;49328;49329;49330;49331;49332;49333;49334;49335;49336;49337;49338;49339;49340;49341;49342;49343;49344;55049;55050;55051;55052;55053;55054;55055;55056;55057;55765;55766;55767;55768;55769;55770;55771;55772;55773;55774;55775;55776;55777;55778;55779,425;426;427;428;429;430;431;432;433;434;435;436;437;7105;8761;8762;8763;8764;8765;8766;8767;8768;8769;10311;10312;10313;10314;10315;10316;10317;10318;10319;11853;11854;11855;11856;11857;11858;11859;11860;11861;11862;11863;14735;14736;14737;14738;14739;14740;19592;19593;19594;19595;19596;19597;19598;19599;19600;20622;20623;20624;20625;20626;21142;21143;21144;23359;23360;23361;23362;23363;23364;23578;23579;23580;23581;23582;23583;23584;23585;24731;24732;24733;24734;24735;24736;24737;24738;24739;24740;24741;24742;24743;24744;24745;27730;27731;27732;27733;27734;27735;27736;27737;27738;27739;27740;27741;27742;27743;27744;27745;27746;27747;27748;27749;27750;27795;27796;27797;27798;27799;27800;27801;27802;27803;27804;27805;27806;27807;27808;27809;28075;28076;28077;28078;28079;28080;28081;28082;28083;28084;28085;28481;28482;28483;29779;29780;29781;29782;29783;29784;29785;29786;29787;29788;29789;29790;29791;29792;33006;33007;33008;33009;33010;33011;33012;33013;33014;33015;33371;33372;33373;33374;33375;33376;33377;33378;33379;33380;33624;33625;33626;33627;33628;33629;33630;33631;33812;33813;33814;33815;33816;33817;33818;33819;33820;33821;33822;33823;33824;33825;33826;33827;33828;33829;33830;33831;33832;33833;33834;36796;36797;36798;36799;36800;36801;36802;36803;36804;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;36815;37308;37309;37310;37311;37312;37313;37501;37502;37503;37504;37505;37506;37507;37508;37509;37510;37511;37512;37513;37514;37515;37516;37517;41842;41843;41844;41845;41846;41847;41848;41849;41850;41851;42423;42424;42425;42426;42427;42428;42429;42430,427;434;7105;8761;8769;10318;11858;11863;14739;19593;19599;20622;21144;23361;23579;23584;24734;24741;27730;27749;27804;28084;28481;28483;29780;29786;29791;33007;33374;33377;33627;33819;33825;36804;36808;37308;37507;37514;37515;41848;42427,2;10;11,259;262;469,-1;-1
CON__P08779;Q9WTL4,CON__P08779,19;1,16;1,6;1,,,,2,19,16,6,10,18,9,13,8,15,7,15,6,10,6,12,2,6,2,3,2,4,38.3,33,17.8,51.267,473,473;1300,1,68,0,166.54,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.9,35.1,18.2,28.3,15.6,30.2,197520000,9366000,88408000,4333500,28333000,6571500,60505000,1257200,13456000,2898200,1984200,938910,3216700,3,20,5,7,3,13,51,,,+,30,397;590;709;710;4196;4976;5228;5331;6944;7700;8242;8412;9139;9159;9374;9584;9585;10132;10453,True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;False,419;624;746;747;4378;5203;5204;5467;5573;7311;8102;8667;8840;9605;9625;9855;10075;10076;10650;10988,1948;1949;1950;1951;2878;2879;2880;3435;3436;3437;3438;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;21041;21042;21043;25519;25520;25521;25522;25523;26929;26930;26931;26932;26933;26934;27431;27432;27433;27434;27435;27436;27437;36130;36131;40106;40107;40108;40109;40110;40111;40112;40113;42933;42934;43726;43727;47493;47579;48863;48864;48865;48866;48867;48868;48869;49906;49907;49908;49909;49910;49911;49912;49913;52793;52794;52795;52796;52797;52798;52799;52800;54464;54465;54466;54467;54468,1491;1492;1493;2198;2199;2200;2629;2630;2631;2632;2633;2634;2635;2636;2637;2638;2639;16010;19395;19396;19397;19398;20449;20450;20451;20452;20453;20805;20806;20807;20808;20809;20810;27459;30290;30291;30292;30293;30294;32216;32217;32816;32817;35993;36063;37141;37142;37143;37144;37145;37952;37953;37954;37955;40154;40155;40156;40157;40158;40159;40160;40161;40162;41400;41401;41402,1492;2198;2632;2637;16010;19395;20450;20806;27459;30293;32217;32816;35993;36063;37142;37952;37954;40161;41402,9;12;13;14,121;259;289;296,-1;10090
CON__P12035,CON__P12035,8,1,1,,,,1,8,1,1,5,7,4,5,3,7,1,1,0,1,1,1,1,1,0,1,1,1,11.4,2.5,2.5,64.503,629,629,1,5,1,-2,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,7.8,11.4,7,9.5,5.9,9.5,1354500,209480,149160,0,152110,159810,683910,0,0,0,0,0,0,0,0,0,0,0,1,1,+,,+,31,1326;2170;4618;5282;5984;8571;9085;9086,False;False;True;False;False;False;False;False,1389;2268;4830;5522;6257;9006;9546;9547,6384;6385;10536;10537;10538;10539;10540;10541;23537;23538;23539;23540;23541;27191;27192;27193;27194;27195;27196;27197;27198;27199;27200;27201;30886;30887;30888;30889;30890;44449;47242;47243;47244;47245;47246;47247,4852;4853;7903;7904;7905;7906;7907;7908;7909;17948;20628;20629;20630;20631;20632;20633;20634;20635;20636;20637;23365;23366;33370;35809;35810;35811;35812,4853;7909;17948;20630;23366;33370;35810;35811,15,489,-1
CON__P12763,CON__P12763,3,3,3,,,,1,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,10,10,10,38.418,359,359,1,16,0,17.596,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7,7,10,10,10,10,43390000,2662800,2405800,2667300,9853800,10989000,14810000,1165000,992930,1175900,1157500,1257300,2158800,2,2,2,3,3,3,15,,,+,32,3695;7388;9523,True;True;True,3858;7781;10010,18305;18306;18307;18308;18309;18310;38527;38528;38529;38530;49607;49608;49609;49610;49611;49612,13889;13890;13891;13892;13893;13894;29249;29250;29251;37718;37719;37720;37721;37722;37723,13892;29250;37721,,,-1
CON__P13645;CON__P02535-1;P02535;CON__Q7Z3Y7;CON__Q148H6;CON__Q2M2I5;P05784;CON__Q14532;CON__Q99456;CON__REFSEQ:XP_986630;CON__O76014;CON__Q7Z3Y9;CON__O76013;CON__O76015;CON__Q497I4;CON__Q14525;CON__A2AB72;CON__Q9UE12;CON__A2A5Y0;CON__Q15323;Q61897;Q6IFX3;CON__P05784;Q497I4;B1AQ75;Q61765;Q62168;A1L317;CON__Q92764,CON__P13645,34;10;10;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,34;10;10;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,28;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,29,34,34,28,31,28,24,22,17,31,31,28,24,22,17,31,25,22,18,17,15,25,41.8,41.8,35.8,59.51,593,593;570;570;486;464;525;423;448;494;476;471;468;467;456;455;404;453;416;416;416;404;439;423;455;473;416;407;512;425,1,186,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,41.8,40.1,34.2,34.9,27.3,40.1,3725200000,749780000,367550000,182570000,297700000,162210000,1965400000,103380000,49770000,41785000,13183000,8464400,61782000,37,27,27,20,17,39,167,,,+,33,86;87;399;400;891;1832;1833;3184;4104;4105;4401;4601;4975;5228;5331;5445;5834;6943;7712;7724;7725;8121;8243;8388;8582;8583;8864;8865;8866;9315;10133;10134;10453;10715,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,91;92;421;422;937;1918;1919;3318;4281;4282;4598;4811;5202;5467;5573;5695;6102;7309;7310;8114;8126;8127;8535;8668;8816;9017;9018;9318;9319;9320;9795;10651;10652;10653;10988;11254,423;424;425;426;427;428;429;1958;1959;1960;1961;1962;4361;4362;4363;4364;4365;8947;8948;8949;8950;15624;15625;15626;15627;15628;15629;15630;15631;20571;20572;20573;20574;20575;20576;20577;22354;22355;22356;22357;22358;22359;23427;23428;23429;23430;25507;25508;25509;25510;25511;25512;25513;25514;25515;25516;25517;25518;26929;26930;26931;26932;26933;26934;27431;27432;27433;27434;27435;27436;27437;28101;28102;28103;28104;28105;30130;30131;30132;30133;30134;30135;36113;36114;36115;36116;36117;36118;36119;36120;36121;36122;36123;36124;36125;36126;36127;36128;36129;40159;40160;40161;40162;40163;40164;40225;40226;40227;40228;40229;40230;40231;40232;40233;42244;42245;42246;42247;42935;42936;42937;42938;42939;42940;43604;43605;43606;43607;43608;43609;43610;43611;43612;44513;44514;44515;44516;44517;44518;45876;45877;45878;45879;45880;45881;45882;45883;45884;45885;45886;45887;45888;48531;48532;48533;48534;48535;48536;48537;48538;48539;52801;52802;52803;52804;52805;52806;52807;52808;52809;52810;52811;52812;52813;52814;54464;54465;54466;54467;54468;55828;55829;55830;55831;55832;55833,335;336;337;338;339;340;341;342;1496;1497;1498;3349;3350;3351;3352;3353;6773;6774;6775;11761;11762;11763;11764;11765;11766;11767;11768;11769;15697;15698;15699;15700;15701;15702;15703;17032;17033;17034;17035;17036;17037;17038;17856;17857;17858;17859;19383;19384;19385;19386;19387;19388;19389;19390;19391;19392;19393;19394;20449;20450;20451;20452;20453;20805;20806;20807;20808;20809;20810;21298;21299;21300;21301;21302;22816;22817;22818;22819;22820;22821;27446;27447;27448;27449;27450;27451;27452;27453;27454;27455;27456;27457;27458;30331;30332;30333;30334;30335;30378;30379;30380;30381;30382;30383;30384;31756;31757;31758;32218;32219;32220;32221;32222;32223;32741;32742;32743;32744;32745;32746;33426;33427;33428;33429;33430;33431;34430;34431;34432;34433;34434;34435;34436;34437;34438;34439;34440;34441;34442;36887;36888;36889;36890;36891;36892;36893;36894;36895;36896;36897;36898;40163;40164;40165;40166;40167;40168;40169;40170;40171;40172;40173;40174;41400;41401;41402;42470;42471;42472;42473,335;340;1496;1498;3352;6774;6775;11768;15698;15703;17036;17859;19389;20450;20806;21298;22816;27452;30332;30379;30383;31756;32222;32744;33427;33431;34433;34438;34442;36896;40167;40174;41402;42472,9;16;17,150;271;291,-1;-1;10090;-1;-1;-1;10090;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10090;10090;-1;10090;10090;10090;10090;10090;-1
CON__P13646-1,CON__P13646-1,6,2,2,,,,1,6,2,2,3,4,2,2,0,6,0,0,0,0,0,2,0,0,0,0,0,2,11.1,3.5,3.5,49.586,458,458,1,2,0.0010433,2.8824,By matching,By matching,By matching,By matching,,By MS/MS,5.2,7.6,2.6,5,0,11.1,2984200,0,0,0,0,0,2984200,0,0,0,0,0,0,0,0,0,0,0,3,3,,,+,34,397;893;5342;7724;7725;9584,False;True;True;False;False;False,419;939;5586;8126;8127;10075,1948;1949;1950;1951;4372;27517;40225;40226;40227;40228;40229;40230;40231;40232;40233;49906;49907;49908,1491;1492;1493;3357;20871;20872;30378;30379;30380;30381;30382;30383;30384;37952;37953,1492;3357;20871;30379;30383;37952,,,-1
CON__P13647,CON__P13647,22,13,3,,,,1,22,13,3,20,20,18,15,14,21,11,11,10,6,6,12,3,3,2,2,3,3,34.4,19.8,5.4,62.378,590,590,1,67,0,124.61,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,32,32,30.7,26.6,21.7,32,215110000,30982000,45072000,13635000,16051000,13338000,96033000,5627200,7734400,3583200,1235700,976570,4287800,12,14,7,3,3,15,54,,,+,35,1287;2170;3154;4431;5282;6316;7004;7016;7025;7088;7564;7645;8176;8446;8893;8894;9153;9638;9639;9818;10641;10705,True;False;False;True;False;True;True;False;False;True;False;False;False;True;True;True;True;True;True;True;False;True,1348;1349;2268;3288;4631;5522;6607;7375;7387;7396;7462;7962;8045;8591;8874;9348;9349;9619;10132;10133;10134;10318;10319;10320;11179;11244,6206;6207;6208;6209;6210;6211;10536;10537;10538;10539;10540;10541;15482;15483;15484;15485;15486;15487;22515;22516;22517;22518;22519;22520;27191;27192;27193;27194;27195;27196;27197;27198;27199;27200;27201;32601;32602;32603;32604;32605;36482;36483;36484;36485;36486;36487;36559;36560;36561;36562;36563;36564;36565;36566;36567;36568;36569;36570;36571;36572;36573;36574;36575;36576;36616;36617;36618;36619;36620;36930;36931;36932;36933;39451;39452;39453;39454;39455;39456;39844;39845;39846;39847;39848;39849;42517;42518;42519;42520;42521;42522;43858;43859;46012;46013;46014;46015;46016;46017;46018;46019;46020;46021;46022;46023;47558;50138;50139;50140;50141;50142;50143;50144;50145;50146;50147;50148;51057;51058;51059;51060;51061;51062;51063;51064;55401;55402;55403;55404;55405;55406;55780;55781;55782;55783;55784;55785,4721;4722;4723;4724;4725;4726;7903;7904;7905;7906;7907;7908;7909;11654;11655;11656;11657;11658;17166;17167;17168;17169;17170;17171;20628;20629;20630;20631;20632;20633;20634;20635;20636;20637;24598;24599;24600;27721;27722;27723;27724;27725;27726;27795;27796;27797;27798;27799;27800;27801;27802;27803;27804;27805;27806;27807;27808;27809;27843;27844;27845;28071;28072;28073;28074;29877;29878;29879;29880;29881;29882;30146;30147;30148;31939;31940;31941;31942;31943;32915;34550;34551;34552;34553;34554;34555;34556;34557;34558;36048;38125;38126;38127;38128;38129;38130;38131;38132;38821;38822;38823;38824;42106;42431;42432;42433;42434;42435;42436,4723;7909;11654;17168;20630;24600;27722;27804;27844;28073;29879;30148;31942;32915;34552;34556;36048;38126;38129;38823;42106;42433,18;19;20;21,274;284;297;303,-1
CON__P19013,CON__P19013,3,1,1,,,,1,3,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,5.9,2.4,2.4,63.91,594,594,1,1,0.0028024,2.1345,,By matching,,,,By MS/MS,0,2,0,0,0,3.9,700080,0,0,0,0,0,700080,0,0,0,0,0,0,0,0,0,0,0,1,1,,,+,36,650;7037;8571,False;True;False,685;7408;9006,3160;36661;44449,2406;27868;33370,2406;27868;33370,,,-1
