Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides A1,Peptides A2,Peptides A3,Peptides C1,Peptides C2,Peptides C3,Razor + unique peptides A1,Razor + unique peptides A2,Razor + unique peptides A3,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Unique peptides A1,Unique peptides A2,Unique peptides A3,Unique peptides C1,Unique peptides C2,Unique peptides C3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type A1,Identification type A2,Identification type A3,Identification type C1,Identification type C2,Identification type C3,Sequence coverage A1 [%],Sequence coverage A2 [%],Sequence coverage A3 [%],Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Intensity,Intensity A1,Intensity A2,Intensity A3,Intensity C1,Intensity C2,Intensity C3,LFQ intensity A1,LFQ intensity A2,LFQ intensity A3,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,MS/MS count A1,MS/MS count A2,MS/MS count A3,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q91ZE5,Q91ZE5,1,1,1,EGF-like module-containing mucin-like hormone receptor-like 4,Emr4,sp|Q91ZE5|AGRE4_MOUSE Adhesion G protein-coupled receptor E4 OS=Mus musculus OX=10090 GN=Adgre4 PE=1 SV=1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.7,1.7,1.7,77.044,689,689,1,1,1,-2,,,,,By MS/MS,,0,0,0,0,1.7,0,692510,0,0,0,0,692510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,,,1889,7001,TRUE,7308,28621,22095,22095,730,9,-1
Q91ZJ5,Q91ZJ5,5,5,5,UTP--glucose-1-phosphate uridylyltransferase,Ugp2,sp|Q91ZJ5|UGPA_MOUSE UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2 PE=1 SV=3,1,5,5,5,2,1,2,4,4,4,2,1,2,4,4,4,2,1,2,4,4,4,16.3,16.3,16.3,56.979,508,508,1,17,0,61.213,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.7,2.4,4.7,11.6,11.6,11.6,52917000,1672600,408780,520870,15398000,18448000,16469000,313910,0,232960,443380,460250,512800,1,1,1,4,3,4,14,,,,1890,3149;3384;4421;8197;8745,True;True;True;True;True,3259;3506;4601;8571;9138,12400;12401;12402;12403;12404;13305;17766;17767;17768;33824;33825;36077;36078;36079;36080;36081;36082,9627;9628;9629;9630;10331;13888;13889;13890;26250;27880;27881;27882;27883;27884,9628;10331;13888;26250;27882,,,-1
Q91ZM2,Q91ZM2,3,3,3,SH2B adapter protein 1,Sh2b1,sp|Q91ZM2|SH2B1_MOUSE SH2B adapter protein 1 OS=Mus musculus OX=10090 GN=Sh2b1 PE=1 SV=2,1,3,3,3,0,0,0,3,2,2,0,0,0,3,2,2,0,0,0,3,2,2,6.3,6.3,6.3,79.624,756,756,1,7,0,18.23,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.3,4.6,4.6,7051400,0,0,0,2276200,2925900,1849300,0,0,0,130720,136230,146350,0,0,0,3,2,1,6,,,,1891,8231;9239;10335,True;True;True,8605;9657;10807,33949;38016;38017;38018;43054;43055;43056,26343;29366;33802;33803;33804;33805,26343;29366;33805,,,-1
Q91ZP3,Q91ZP3,1,1,1,Phosphatidate phosphatase LPIN1,Lpin1,sp|Q91ZP3|LPIN1_MOUSE Phosphatidate phosphatase LPIN1 OS=Mus musculus OX=10090 GN=Lpin1 PE=1 SV=1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2.4,2.4,2.4,102,924,924,1,5,0.0017399,6.9574,By matching,,By matching,By MS/MS,By MS/MS,By matching,2.4,0,2.4,2.4,2.4,2.4,3113500,120920,0,48735,1014600,1320400,608850,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1892,3385,TRUE,3507,13306;13307;13308;13309;13310,10332,10332,,,-1
Q91ZV0,Q91ZV0,2,2,2,Melanoma inhibitory activity protein 2,Mia2,sp|Q91ZV0|MIA2_MOUSE Melanoma inhibitory activity protein 2 OS=Mus musculus OX=10090 GN=Mia2 PE=1 SV=3,1,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.9,1.9,1.9,156.46,1396,1396,1,3,0,12.1,,,,By matching,By MS/MS,By MS/MS,0,0,0,0.9,1,0.9,6647100,0,0,0,2202400,2800400,1644300,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,1893,209;998,True;True,215;1036,784;3817;3818,616;3010,616;3010,,,-1
Q91ZW3,Q91ZW3,4,4,4,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Smarca5,sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus OX=10090 GN=Smarca5 PE=1 SV=1,1,4,4,4,2,0,0,2,2,1,2,0,0,2,2,1,2,0,0,2,2,1,6.4,6.4,6.4,121.63,1051,1051,1,8,0,75.565,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,3.7,0,0,2.6,2.9,1.1,9898600,1091100,0,0,3425500,4165100,1216800,0,0,0,0,0,0,2,0,0,2,2,1,7,,,,1894,2094;4256;5530;8530,True;True;True;True,2170;4421;5748;8910,8133;8134;8135;8136;17046;17047;22627;35177,6270;6271;6272;13372;13373;17574;27214,6271;13372;17574;27214,,,-1
Q920B9,Q920B9,1,1,1,FACT complex subunit SPT16,Supt16h,sp|Q920B9|SP16H_MOUSE FACT complex subunit SPT16 OS=Mus musculus OX=10090 GN=Supt16h PE=1 SV=2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.6,2.6,2.6,119.82,1047,1047,1,1,0.001834,7.9038,By MS/MS,,,,,,2.6,0,0,0,0,0,983480,983480,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,1895,7478,TRUE,7829,30959,24190;24191,24191,,,-1
Q920D3,Q920D3,1,1,1,Mediator of RNA polymerase II transcription subunit 28,Med28,sp|Q920D3|MED28_MOUSE Mediator of RNA polymerase II transcription subunit 28 OS=Mus musculus OX=10090 GN=Med28 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,11.2,11.2,11.2,19.538,178,178,1,3,0,14.526,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,11.2,11.2,11.2,10275000,0,0,0,4059400,3372300,2843600,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1896,6485,TRUE,6745,26500;26501;26502,20562;20563;20564,20562,,,-1
Q920E5,Q920E5,6,6,6,Farnesyl pyrophosphate synthase,Fdps,sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1,1,6,6,6,4,2,3,5,4,4,4,2,3,5,4,4,4,2,3,5,4,4,20.4,20.4,20.4,40.581,353,353,1,22,0,175.37,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,15,7.1,11.3,20.4,15.3,15.6,93966000,7818800,651140,2217100,32591000,33059000,17629000,1254500,823060,1067600,1107600,1009700,732630,3,1,1,5,4,3,17,,,,1897,532;1848;3168;5983;7932;10593,True;True;True;True;True;True,549;1917;3278;6220;8297;11082,2019;2020;2021;7188;7189;12471;12472;12473;12474;12475;24501;24502;24503;24504;24505;24506;32772;32773;32774;32775;32776;44228,1581;1582;1583;5584;9681;9682;9683;9684;19054;19055;19056;19057;19058;19059;25517;25518;34699,1581;5584;9683;19057;25518;34699,,,-1
Q920Q6,Q920Q6,3,3,3,RNA-binding protein Musashi homolog 2,Msi2,sp|Q920Q6|MSI2H_MOUSE RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2 PE=1 SV=1,1,3,3,3,0,0,0,2,3,2,0,0,0,2,3,2,0,0,0,2,3,2,12.4,12.4,12.4,36.938,346,346,1,7,0,36.499,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,9,12.4,9,23712000,0,0,0,5937900,12331000,5443600,0,0,0,330060,416530,355480,0,0,0,1,2,2,5,,,,1898,2912;4093;10531,True;True;True,3018;4252;11017,11416;11417;11418;16319;16320;16321;43987,8888;8889;8890;12790;34509,8888;12790;34509,,,-1
Q921C5;Q8BR07,Q921C5,3;1,3;1,3;1,Protein bicaudal D homolog 2,Bicd2,sp|Q921C5|BICD2_MOUSE Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2 PE=1 SV=1,2,3,3,3,0,0,0,2,3,3,0,0,0,2,3,3,0,0,0,2,3,3,7.6,7.6,7.6,93.39,820,820;835,1,8,0,29.512,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,4.4,7.6,7.6,11633000,0,0,0,3402400,5110600,3120000,0,0,0,165010,220700,198150,0,0,0,2,4,1,7,,,,1899,471;3960;4778,True;True;True,486;4114;4972,1812;1813;1814;15789;15790;15791;19418;19419,1421;1422;12351;12352;12353;15197;15198,1421;12353;15198,,,-1;-1
Q921F2,Q921F2,4,4,4,TAR DNA-binding protein 43,Tardbp,sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1,1,4,4,4,3,3,2,3,3,4,3,3,2,3,3,4,3,3,2,3,3,4,15.2,15.2,15.2,44.547,414,414,1,18,0,190.86,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.4,9.4,7.2,9.4,9.4,15.2,113070000,4039300,1166300,1183200,42000000,36509000,28170000,740970,750460,639930,1873900,1261900,1542900,2,2,1,3,3,6,17,,,,1900,2404;2726;3053;6756,True;True;True;True,2494;2825;3163;7020,9379;9380;9381;9382;9383;9384;10647;10648;10649;10650;10651;12035;12036;12037;12038;12039;12040;27613,7273;7274;7275;7276;7277;7278;7279;8256;8257;8258;8259;8260;9364;9365;9366;21369;21370,7278;8257;9364;21369,,,-1
Q921F4,Q921F4,3,3,3,Heterogeneous nuclear ribonucleoprotein L-like,Hnrnpll,sp|Q921F4|HNRLL_MOUSE Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3,1,3,3,3,1,0,0,3,3,3,1,0,0,3,3,3,1,0,0,3,3,3,6.4,6.4,6.4,64.124,591,591,1,10,0,32.224,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,1.7,0,0,6.4,6.4,6.4,21736000,904640,0,0,7477600,7752000,5602100,0,0,0,286040,287930,235710,2,0,0,2,3,2,9,,,,1901,7117;7638;10817,True;True;True,7448;7994;11320,29454;29455;29456;31568;31569;31570;45159;45160;45161;45162,23035;23036;23037;24629;35411;35412;35413;35414;35415,23036;24629;35413,,,-1
Q921H8,Q921H8,1,1,1,"3-ketoacyl-CoA thiolase A, peroxisomal",Acaa1a,"sp|Q921H8|THIKA_MOUSE 3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1",1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,5.9,5.9,5.9,43.953,424,424,1,3,0.005864,6.136,,,,By matching,By MS/MS,By matching,0,0,0,5.9,5.9,5.9,3260400,0,0,0,741330,1886300,632840,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1902,6012,TRUE,6251,24625;24626;24627,19137,19137,,,-1
Q921I2,Q921I2,2,2,2,Kelch domain-containing protein 4,Klhdc4,sp|Q921I2|KLDC4_MOUSE Kelch domain-containing protein 4 OS=Mus musculus OX=10090 GN=Klhdc4 PE=2 SV=2,1,2,2,2,2,0,1,1,2,0,2,0,1,1,2,0,2,0,1,1,2,0,6.2,6.2,6.2,64.86,584,584,1,6,0,24.243,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,,6.2,0,3.6,3.6,6.2,0,6495400,1254300,0,151460,1513000,3576600,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1903,8082;9219,True;True,8452;9637,33353;33354;37943;37944;37945;37946,25926;29307;29308,25926;29308,,,-1
Q921I9,Q921I9,2,2,2,Exosome complex component RRP41,Exosc4,sp|Q921I9|EXOS4_MOUSE Exosome complex component RRP41 OS=Mus musculus OX=10090 GN=Exosc4 PE=1 SV=3,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,9.4,9.4,9.4,26.249,245,245,1,7,0,13.313,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,9.4,9.4,9.4,8910100,0,0,0,3657000,4236800,1016300,0,0,0,207890,131300,0,0,0,0,2,2,2,6,,,,1904,3406;7785,True;True,3529;8147,13375;13376;13377;32189;32190;32191;32192,10384;10385;10386;25074;25075;25076,10385;25074,,,-1
Q921L3,Q921L3,2,2,2,Transmembrane and coiled-coil domain-containing protein 1,Tmco1,sp|Q921L3|TMCO1_MOUSE Calcium load-activated calcium channel OS=Mus musculus OX=10090 GN=Tmco1 PE=1 SV=1,1,2,2,2,1,0,0,2,2,1,1,0,0,2,2,1,1,0,0,2,2,1,12.2,12.2,12.2,21.175,188,188,1,6,0,12.213,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,4.3,0,0,12.2,12.2,8,2819700,116410,0,0,791470,1244800,666960,0,0,0,0,0,0,1,0,0,2,2,1,6,,,,1905,4325;6361,True;True,4491;6616,17301;17302;17303;25995;25996;25997,13559;13560;13561;20191;20192;20193,13560;20191,,,-1
Q921M3,Q921M3,11,11,11,Splicing factor 3B subunit 3,Sf3b3,sp|Q921M3|SF3B3_MOUSE Splicing factor 3B subunit 3 OS=Mus musculus OX=10090 GN=Sf3b3 PE=1 SV=1,1,11,11,11,10,5,7,7,9,5,10,5,7,7,9,5,10,5,7,7,9,5,11,11,11,135.55,1217,1217,1,43,0,146.49,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.6,5.3,6.5,7.2,8.9,5.8,112590000,26706000,1422300,5530200,21736000,44116000,13081000,2427300,587610,1495300,471940,647810,414070,8,2,4,5,7,1,27,,,,1906,2518;4647;4682;6395;6927;7142;7498;8305;9875;10039;10456,True;True;True;True;True;True;True;True;True;True;True,2611;4837;4873;6650;7210;7474;7850;8679;10328;10500;10937,9803;9804;9805;9806;18864;19014;19015;19016;19017;19018;26127;28306;28307;28308;29548;29549;29550;29551;29552;31045;31046;31047;31048;31049;34268;34269;34270;34271;41045;41046;41047;41048;41049;41050;41715;41716;41717;41718;41719;41720;43632;43633;43634,7597;7598;7599;14791;14903;14904;20308;21877;21878;21879;23093;23094;23095;24246;24247;24248;24249;24250;26571;32140;32141;32142;32666;32667;32668;32669;32670;34246,7598;14791;14903;20308;21877;23095;24248;26571;32141;32668;34246,731,1,-1
Q921M4,Q921M4,1,1,1,Golgin subfamily A member 2,Golga2,sp|Q921M4|GOGA2_MOUSE Golgin subfamily A member 2 OS=Mus musculus OX=10090 GN=Golga2 PE=1 SV=3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,113.28,999,999,1,3,0.002883,6.4665,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,1,1,1,806140,0,0,0,245750,370890,189500,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1907,3684,TRUE,3822,14575;14576;14577,11353;11354;11355,11353,,,-1
Q921M7,Q921M7,4,4,4,Protein FAM49B,Fam49b,sp|Q921M7|CYRIB_MOUSE CYFIP-related Rac1 interactor B OS=Mus musculus OX=10090 GN=Cyrib PE=1 SV=1,1,4,4,4,3,1,2,4,4,2,3,1,2,4,4,2,3,1,2,4,4,2,13.3,13.3,13.3,36.776,324,324,1,21,0,27.336,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.3,4.3,9.9,13.3,13.3,7.7,15342000,1019700,47726,239140,6509600,6539400,986010,258340,0,192100,167210,155620,101500,2,0,0,2,4,1,9,,,,1908,905;1270;1464;10552,True;True;True;True,938;1317;1517;11039,3477;3478;3479;3480;4842;4843;5584;5585;5586;5587;5588;5589;5590;5591;5592;5593;5594;44069;44070;44071;44072,2714;2715;2716;2717;3778;3779;4369;4370;34571,2715;3778;4369;34571,,,-1
Q921S7,Q921S7,3,3,3,"39S ribosomal protein L37, mitochondrial",Mrpl37,"sp|Q921S7|RM37_MOUSE 39S ribosomal protein L37, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl37 PE=1 SV=1",1,3,3,3,2,0,2,3,2,2,2,0,2,3,2,2,2,0,2,3,2,2,9.2,9.2,9.2,48.34,423,423,1,11,0,18.39,By matching,,By matching,By MS/MS,By MS/MS,By MS/MS,7.1,0,7.1,9.2,6.6,6.6,7445400,270600,0,165970,2999100,2635700,1374000,122400,0,137950,163510,142600,131960,0,0,0,3,2,2,7,,,,1909,5336;6815;10496,True;True;True,5548;7081;10982,21819;21820;21821;21822;21823;27858;27859;27860;43850;43851;43852,16961;16962;16963;21551;34410;34411;34412,16961;21551;34412,,,-1
Q921T2,Q921T2,2,2,2,Torsin-1A-interacting protein 1,Tor1aip1,sp|Q921T2|TOIP1_MOUSE Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=3,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,7.2,7.2,7.2,66.78,595,595,1,6,0,28.928,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7.2,7.2,7.2,2329200,0,0,0,379580,1187600,762110,0,0,0,0,48016,51121,0,0,0,2,2,2,6,,,,1910,1331;5639,True;True,1379;5861,5059;5060;5061;23046;23047;23048,3958;3959;3960;17892;17893;17894,3960;17894,,,-1
Q921W4,Q921W4,10,10,10,Quinone oxidoreductase-like protein 1,Cryzl1,sp|Q921W4|QORL1_MOUSE Quinone oxidoreductase-like protein 1 OS=Mus musculus OX=10090 GN=Cryzl1 PE=1 SV=1,1,10,10,10,1,1,0,9,10,8,1,1,0,9,10,8,1,1,0,9,10,8,29.9,29.9,29.9,38.725,348,348,1,30,0,151.97,By matching,By matching,,By MS/MS,By MS/MS,By MS/MS,4.6,4.6,0,29.9,29.9,26.7,87324000,55605,26655,0,28026000,39939000,19277000,0,0,0,914430,950610,891320,0,0,0,8,10,6,24,,,,1911,2007;2227;2228;6596;6834;6912;10379;10447;10448;10819,True;True;True;True;True;True;True;True;True;True,2082;2310;2311;6858;7100;7193;10854;10928;10929;11322,7804;7805;7806;8656;8657;8658;8659;26992;26993;26994;27925;27926;27927;28247;28248;43249;43250;43251;43598;43599;43600;43601;43602;43603;43604;43605;45166;45167;45168;45169,6027;6028;6029;6665;6666;6667;6668;20926;20927;20928;21604;21839;21840;33942;33943;33944;34218;34219;34220;34221;34222;34223;35420;35421,6028;6666;6668;20926;21604;21839;33944;34218;34221;35420,,,-1
Q922B1,Q922B1,1,1,1,O-acetyl-ADP-ribose deacetylase MACROD1,Macrod1,sp|Q922B1|MACD1_MOUSE ADP-ribose glycohydrolase MACROD1 OS=Mus musculus OX=10090 GN=Macrod1 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,7.1,7.1,7.1,35.294,323,323,1,3,0,13.205,,,,By MS/MS,By MS/MS,By matching,0,0,0,7.1,7.1,7.1,4470100,0,0,0,1343700,1989600,1136800,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1912,11434,TRUE,11958,47774;47775;47776,37476;37477,37476,,,-1
Q922B2,Q922B2,12,12,12,"Aspartate--tRNA ligase, cytoplasmic",Dars,"sp|Q922B2|SYDC_MOUSE Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars1 PE=1 SV=2",1,12,12,12,9,9,9,8,11,11,9,9,9,8,11,11,9,9,9,8,11,11,32.5,32.5,32.5,57.147,501,501,1,59,0,296.78,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23.4,24.4,25,22.8,30.3,30.3,177960000,16668000,3968400,4605100,47391000,76402000,28928000,3201300,2487400,2565700,2143000,2196600,1662700,8,3,2,7,10,6,36,,,,1913,457;1454;1748;2103;2529;2661;4733;6386;7339;7977;8024;11169,True;True;True;True;True;True;True;True;True;True;True;True,472;1507;1813;2179;2623;2758;4925;6641;7684;8343;8392;11680,1753;1754;1755;1756;1757;1758;5548;5549;5550;6772;6773;6774;8169;8170;8171;9863;9864;9865;9866;9867;9868;10396;10397;10398;10399;10400;10401;19246;19247;19248;19249;19250;19251;26098;26099;26100;26101;26102;26103;30388;30389;30390;30391;30392;30393;32939;32940;32941;32942;32943;32944;33113;33114;33115;33116;46634;46635;46636;46637,1377;1378;1379;1380;1381;4338;4339;4340;5278;5279;6300;7643;7644;7645;7646;7647;8063;8064;8065;8066;8067;15070;15071;15072;15073;15074;15075;20287;20288;20289;23739;23740;23741;23742;25631;25752;36583,1381;4338;5278;6300;7647;8065;15072;20287;23739;25631;25752;36583,732,34,-1
Q922C1,Q922C1,1,1,1,Uncharacterized protein C19orf44 homolog,,sp|Q922C1|CS044_MOUSE Uncharacterized protein C19orf44 homolog OS=Mus musculus OX=10090 PE=1 SV=2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.2,2.2,2.2,69.272,641,641,1,1,0.0024948,6.5526,,,,By MS/MS,,,0,0,0,2.2,0,0,59159,0,0,0,59159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1914,8532,TRUE,8912,35179,27216,27216,,,-1
Q922D4,Q922D4,2,2,2,Serine/threonine-protein phosphatase 6 regulatory subunit 3,Ppp6r3,sp|Q922D4|PP6R3_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus OX=10090 GN=Ppp6r3 PE=1 SV=1,1,2,2,2,2,0,1,2,1,1,2,0,1,2,1,1,2,0,1,2,1,1,2.3,2.3,2.3,94.652,844,844,1,7,0,11.982,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By matching,2.3,0,0.9,2.3,0.9,0.9,3766400,653430,0,48591,2221800,613220,229380,167130,0,0,106280,0,0,1,0,0,1,1,0,3,,,,1915,5073;7674,True;True,5278;8032,20755;20756;20757;20758;20759;31728;31729,16189;16190;24732,16189;24732,,,-1
Q922D8,Q922D8,15,15,15,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",Mthfd1,"sp|Q922D8|C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=4",1,15,15,15,13,9,8,13,13,11,13,9,8,13,13,11,13,9,8,13,13,11,21,21,21,101.2,935,935,1,71,0,198.8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.3,12.4,10.7,17.4,17.1,14.4,176920000,16317000,3822700,2977000,55040000,67232000,31534000,1085100,913350,740920,727010,770290,622610,9,6,6,10,11,12,54,,,,1916,922;3428;4066;4712;4863;4992;5355;5535;6948;9450;9478;9488;9622;10567;11386,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,956;3552;4225;4904;5059;5194;5568;5754;7237;7238;9879;9907;9917;10063;11054;11909,3541;3542;3543;3544;3545;3546;13468;13469;13470;16206;16207;16208;16209;16210;16211;19148;19149;19150;19151;19152;19777;19778;19779;19780;20398;20399;20400;20401;20402;20403;21922;21923;21924;21925;21926;21927;22667;22668;22669;22670;22671;22672;22673;28396;28397;28398;28399;39151;39245;39246;39247;39248;39249;39250;39284;39285;39286;39287;39288;39289;40026;40027;40028;40029;44119;47579;47580;47581;47582;47583;47584,2758;2759;2760;10453;10454;10455;12693;12694;12695;12696;12697;15006;15007;15461;15462;15937;15938;17037;17038;17039;17040;17041;17042;17607;17608;17609;17610;17611;21943;21944;21945;30580;30656;30657;30658;30659;30660;30661;30681;30682;30683;30684;30685;30686;31322;31323;31324;31325;34607;37319;37320;37321;37322;37323;37324,2759;10454;12694;15007;15461;15937;17042;17608;21944;30580;30659;30685;31325;34607;37322,733,706,-1
Q922E4,Q922E4,2,2,2,Ethanolamine-phosphate cytidylyltransferase,Pcyt2,sp|Q922E4|PCY2_MOUSE Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus OX=10090 GN=Pcyt2 PE=1 SV=1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,6.2,6.2,6.2,45.234,404,404,1,7,0,13.321,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,4,4,4,4,4,6.2,10702000,295170,93739,121310,3297700,5254900,1639200,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,1917,1808;8475,True;True,1877;8854,7029;34963;34964;34965;34966;34967;34968,5463;27056,5463;27056,,,-1
Q922F4,Q922F4,14,3,3,Tubulin beta-6 chain,Tubb6,sp|Q922F4|TBB6_MOUSE Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1,1,14,3,3,11,10,9,13,13,12,2,2,2,3,3,2,2,2,2,3,3,2,31.5,8.3,8.3,50.09,447,447,1,22,0,21.902,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.8,19.7,19.7,28.4,28.4,25.7,54913000,1175200,367840,621360,16929000,21696000,14124000,242560,400970,334530,443990,523570,528690,1,0,1,3,5,2,12,,,,1918,46;519;2172;2619;2620;3017;3018;4402;4586;5031;5499;5833;7441;11293,True;False;True;False;False;False;False;False;True;False;False;False;False;False,47;48;535;536;2252;2716;2717;3126;3127;4577;4772;4773;5234;5715;5716;6060;6061;7789;11811,165;166;167;168;169;170;171;172;173;1973;1974;1975;1976;8457;8458;10233;10234;10235;10236;10237;10238;10239;10240;10241;10242;10243;10244;11877;11878;11879;11880;11881;11882;11883;11884;11885;11886;11887;11888;11889;11890;11891;17663;17664;17665;17666;18579;18580;18581;18582;18583;18584;18585;18586;18587;18588;18589;20562;20563;20564;20565;20566;20567;22501;22502;22503;22504;22505;22506;22507;22508;22509;22510;22511;22512;22513;22514;22515;22516;22517;22518;22519;22520;22521;22522;22523;22524;23830;23831;23832;23833;23834;23835;23836;23837;23838;30820;47180;47181;47182;47183;47184;47185,130;131;132;133;134;135;136;1548;1549;1550;1551;6517;6518;7917;7918;7919;7920;7921;7922;7923;7924;7925;7926;7927;7928;7929;9245;9246;9247;9248;9249;9250;9251;9252;9253;9254;13817;13818;13819;14567;14568;14569;16048;16049;16050;16051;16052;16053;17467;17468;17469;17470;17471;17472;17473;17474;17475;17476;17477;17478;17479;17480;17481;17482;17483;17484;17485;17486;17487;17488;17489;17490;17491;18539;18540;18541;18542;18543;18544;18545;24094;37002;37003;37004;37005;37006,134;1548;6517;7920;7929;9246;9252;13819;14568;16052;17477;18542;24094;37003,377;382;734;735;736;737;738;739,73;164;170;257;267;293;330;388,-1
